date,real_gdp,real_household_consumption,real_govt_consumption,real_gfcf_total,real_exports,real_imports,real_household_disposable_income,industrial_production,industrial_confidence,unemployment_rate,employment_rate,employment_expectations,house_price_real,construction_confidence,retail_sales_volume,retail_confidence,cpi_index,core_cpi_index,food_price_index,energy_price_index,services_price_index,unit_labor_cost,long_term_rate,short_term_rate,mortgage_rate,credit_to_private_nonfin_sector,household_mortgage_loans,euro_area_household_net_worth_growth,household_credit_to_gdp,corporate_credit_to_gdp,government_debt_to_gdp,fx_rate_to_usd,real_effective_exchange_rate,consumer_confidence,economic_sentiment_indicator,services_confidence,geopolitical_risk,share_price_index,construction_weather_constraint,heating_degree_days,cooling_degree_days
1971-07-01,34593.497797367985,18500.76604259561,8152.2688635804725,9511.139718460578,5246.237896119099,5755.280274117105,NA,27.26978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2,NA,NA,NA,NA,NA,1.7895927657,84.98848,NA,NA,NA,NA,NA,NA,145.2585010957187,19.713399654095632
1971-10-01,34467.43752412911,18443.749573920508,8286.630647965198,9565.789504819179,5190.114285714287,5884.087118670758,NA,27.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.2,NA,NA,NA,NA,NA,1.7477574375,84.47786,NA,NA,NA,NA,NA,NA,1409.1514136315432,0
1972-01-01,35590.05201867328,18889.17276807016,8383.091013627538,10028.085660027582,5221.562431207311,6001.644026216853,NA,28.15338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3,NA,NA,NA,NA,NA,1.6876570036,84.39526,NA,NA,NA,NA,NA,NA,1800.9217125064633,0
1972-04-01,35576.7382324537,18705.25872184379,8444.912996616436,10112.31239120114,5449.841606092548,6215.491513018436,NA,28.69384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4,NA,NA,NA,NA,NA,1.6770467698,84.4519,NA,NA,NA,NA,NA,NA,524.9560640900409,0
1972-07-01,36057.989534706605,19580.485472506047,8516.524087752177,10314.271377327637,5658.101533965599,6078.9626722293315,NA,29.3207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.9,NA,NA,NA,NA,NA,1.6701428506,85.735,NA,NA,NA,NA,NA,NA,256.4021334230624,4.027035443102936
1972-10-01,37684.67189450449,19924.33310901602,8594.20944599442,11734.490207160567,6054.751540065275,7405.961820831499,NA,31.52157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3,NA,NA,NA,NA,NA,1.6845805203,85.88058,NA,NA,NA,NA,NA,NA,1584.354241828984,0
1973-01-01,37150.63563684945,19781.935676324927,8593.958443221425,10192.985885349552,5498.744343818837,6762.470358182017,NA,29.95026,NA,NA,NA,NA,NA,NA,53.0294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.1,NA,NA,NA,NA,NA,1.5897884978,86.16341,NA,NA,NA,NA,NA,NA,1849.0753389241468,0
1973-04-01,37911.17948793899,20545.21370508855,8680.05239435903,10567.952482686382,6005.998199704749,7036.391521767387,NA,30.78073,NA,NA,NA,NA,NA,NA,56.48249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.1,NA,NA,NA,NA,NA,1.4553195303,86.71538,NA,NA,NA,NA,NA,NA,561.3827659641864,0
1973-07-01,38062.06081615599,20090.040215665467,8773.927431459511,10843.203238155525,6033.064022468738,7135.5932689327265,NA,31.24215,NA,NA,NA,NA,NA,NA,57.38937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.6,NA,NA,NA,NA,NA,1.2854588926,90.09916,NA,NA,NA,NA,NA,NA,103.26421479424317,3.3874086721958725
1973-10-01,38867.04994614953,20822.15083865333,8903.620564266512,10732.802662416447,6064.039076303515,7222.78028074131,NA,31.73297,NA,NA,NA,NA,NA,NA,58.1581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.1,NA,NA,NA,NA,NA,1.3652367075,89.45908,NA,NA,NA,NA,NA,NA,1612.7762544253815,0
1974-01-01,39650.85580290152,21179.17454985713,9101.837454101405,11334.275608708433,6577.941114965864,7802.546771262447,NA,32.66069,NA,NA,NA,NA,NA,NA,58.27116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4,NA,NA,NA,NA,NA,1.4532265527,88.85013,NA,NA,NA,NA,NA,NA,1540.7745671367666,0
1974-04-01,39483.79005797895,20981.221994956974,9191.596045724753,11160.367176843836,6466.44088098505,7586.528243985721,NA,32.87565,NA,NA,NA,NA,NA,NA,58.01716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2,NA,NA,NA,NA,NA,1.3276696971,91.3366,NA,NA,NA,NA,NA,NA,587.3749009262029,0
1974-07-01,39667.88161130127,20763.217850022764,9283.28735870017,10894.975402979675,6498.536415063047,7508.222761393631,NA,32.7653,NA,NA,NA,NA,NA,NA,59.31023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.1,NA,NA,NA,NA,NA,1.3466615311,91.88773,NA,NA,NA,NA,NA,NA,123.29039242068829,8.435123833631515
1974-10-01,39182.2748696903,20748.05338587514,9368.151396250096,10627.106372316295,6586.083271399924,7204.597816761987,NA,31.65911,NA,NA,NA,NA,NA,NA,57.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.4,NA,NA,NA,NA,NA,1.3063765567,91.93823,NA,NA,NA,NA,NA,NA,1518.9017263095013,0
1975-01-01,39236.76735529532,21692.969593418016,9422.16719299882,10692.641074913903,6224.043655035248,7298.914722858255,NA,31.08425,NA,NA,NA,NA,NA,NA,59.12496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.6,NA,NA,NA,NA,NA,1.2073113716,93.48744,NA,NA,NA,NA,NA,NA,1680.3791952258,0
1975-04-01,38832.57763350294,21224.116942812798,9549.475799462361,10298.056605550908,6211.544075433112,7043.8174670289545,NA,30.09904,NA,NA,NA,NA,NA,NA,59.47191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.3,NA,NA,NA,NA,NA,1.2122361673,92.60454,NA,NA,NA,NA,NA,NA,554.1518268155294,0
1975-07-01,39205.48738172368,21539.43238848578,9678.13982090008,10355.158625912782,6358.4265855386975,6960.15839599248,NA,30.00501,NA,NA,NA,NA,NA,NA,59.99839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.7,NA,NA,NA,NA,NA,1.3092011075,92.36185,NA,NA,NA,NA,NA,NA,30.47760804266119,0
1975-10-01,40137.10596169039,21931.959631864578,9763.656465659795,10492.058342564753,6708.564211764287,7399.4240284915795,NA,30.65192,NA,NA,NA,NA,NA,NA,60.7651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.1,NA,NA,NA,NA,NA,1.335409354,91.56335,NA,NA,NA,NA,NA,NA,1567.7574877155419,0
1976-01-01,39991.075009122156,21998.29517882313,9905.021227411109,10451.696572694595,6545.0985940590535,7987.603300853896,NA,31.2137,NA,NA,NA,NA,NA,NA,60.13822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.2,NA,NA,NA,NA,NA,1.3336918526,93.01597,NA,NA,NA,NA,NA,NA,1901.6826824732195,0
1976-04-01,40729.29723350156,22412.431184699806,9988.655351373354,10740.209410018162,7078.970080611668,8240.529516208055,NA,31.7473,NA,NA,NA,NA,NA,NA,61.23707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.5,NA,NA,NA,NA,NA,1.3315092452,94.3701,NA,NA,NA,NA,NA,NA,506.3370035254161,0.696042877848467
1976-07-01,41664.25663343042,22759.273383640193,10046.561691103516,10800.139006322579,7295.720758772225,8619.524104607446,NA,32.56004,NA,NA,NA,NA,NA,NA,63.06279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.6,NA,NA,NA,NA,NA,1.3069652067,95.89512,NA,NA,NA,NA,NA,NA,184.39365693150336,9.0375672613272
1976-10-01,42231.60210344893,23143.367939214946,10109.839490175795,11442.324041628046,7403.735054218578,8853.651083120025,NA,33.18075,NA,NA,NA,NA,NA,NA,63.79387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.1,NA,NA,NA,NA,NA,1.2425649635,97.78131,NA,NA,NA,NA,NA,NA,1447.8187714838182,0
1977-01-01,42310.39596092685,22963.358802397837,10213.679337364212,11424.457765318502,7293.753693456351,8759.038126049873,NA,33.29203,NA,NA,NA,NA,NA,NA,64.19823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.1,NA,NA,NA,NA,NA,1.2366300153,98.17431,NA,NA,NA,NA,NA,NA,1672.4483111542518,0
1977-04-01,42913.87178016576,23455.664865958064,10272.489287077162,11616.757952207628,7313.947237395261,8525.133185767707,NA,33.49535,NA,NA,NA,NA,NA,NA,64.78374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.8,NA,NA,NA,NA,NA,1.2205499396,98.0379,NA,NA,NA,NA,NA,NA,603.1184055341429,0
1977-07-01,43049.11312159694,23729.847002086863,10308.181881397184,11951.838212797385,7654.3740348462825,9182.14430955785,NA,33.41634,NA,NA,NA,NA,NA,NA,66.50661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2,NA,NA,NA,NA,NA,1.1917739197,98.8722,NA,NA,NA,NA,NA,NA,212.60739430209665,0
1977-10-01,44041.633612133104,25132.044871003836,10391.941506745927,12444.712224658815,7336.929532161739,9319.09255589329,NA,33.62765,NA,NA,NA,NA,NA,NA,70.83222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6,NA,NA,NA,NA,NA,1.1544249278,98.09924,NA,NA,NA,NA,NA,NA,1480.957966087149,0
1978-01-01,42114.47543025702,23137.71420534632,10215.361055943285,10726.922305367787,7735.098411480001,8619.573446436425,NA,33.68509,NA,NA,NA,NA,NA,NA,60.44212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.8,NA,NA,NA,NA,NA,1.0843271343,98.494,NA,NA,NA,NA,NA,NA,1848.581260155047,0
1978-04-01,42908.18001282283,23305.936744437317,10335.239980326147,11128.262929637753,7888.853200410666,9046.182899802023,NA,34.12584,NA,NA,NA,NA,NA,NA,63.52211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.4,NA,NA,NA,NA,NA,1.0883314075,97.55531,NA,NA,NA,NA,NA,NA,669.490310536197,0
1978-07-01,43190.34319214547,23632.535701348097,10430.7465354511,10994.415994091893,7972.963917335005,8980.656950915889,NA,34.56147,NA,NA,NA,NA,NA,NA,64.98457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.1,NA,NA,NA,NA,NA,1.0531916698,96.55711,NA,NA,NA,NA,NA,NA,168.73775494219817,0
1978-10-01,43477.62896207676,23655.797462307564,10533.005065169644,10978.051085539453,8270.712867299846,9174.002907776065,NA,35.10136,NA,NA,NA,NA,NA,NA,64.95686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.6,NA,NA,NA,NA,NA,0.9979796952,96.64138,NA,NA,NA,NA,NA,NA,1600.8463108131577,0
1979-01-01,44484.725326373766,24225.938192559137,10654.716309795374,11359.198313476365,8453.376046505573,9596.319622020357,NA,35.67243,NA,NA,NA,NA,NA,NA,67.0372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.5,NA,NA,NA,NA,NA,0.98719020179999994,97.03391,NA,NA,NA,NA,NA,NA,1919.289932792613,0
1979-04-01,45058.10901913869,24537.037294330094,10721.081442975501,11464.294056473675,8834.389128322096,9896.589322281325,NA,36.40292,NA,NA,NA,NA,NA,NA,67.03481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.2,NA,NA,NA,NA,NA,1.0131998091,94.97366,NA,NA,NA,NA,NA,NA,576.7191374020214,0
1979-07-01,45454.37976028003,24394.232601148462,10765.383432409284,11491.518858469168,9168.790232020692,10050.856550588927,NA,37.63774,NA,NA,NA,NA,NA,NA,66.48489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.1,NA,NA,NA,NA,NA,0.9626170941,95.51299,NA,NA,NA,NA,NA,NA,157.44533938708872,0.696042877848467
1979-10-01,46058.4000094387,24662.210003921442,10814.178371479695,11605.99814994838,9193.689792981124,10455.681586459623,NA,38.08922,NA,NA,NA,NA,NA,NA,67.29527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6,NA,NA,NA,NA,NA,0.9232090386,97.52953,NA,NA,NA,NA,NA,NA,1410.8117022612175,0
1980-01-01,46551.13383363562,24919.21532994938,10922.486068027443,12197.06161312444,9444.054878438264,10828.015027946645,NA,38.31157,NA,NA,NA,NA,NA,NA,68.13634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.5,NA,NA,NA,NA,NA,0.9242385704,97.56003,NA,NA,NA,NA,NA,NA,1695.98,0
1980-04-01,46062.80494242584,24628.670904700793,10951.10038414898,11810.15914211863,9022.405713134314,10714.750859521855,NA,38.03964,NA,NA,NA,NA,NA,NA,67.23743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.2,NA,NA,NA,NA,NA,0.9391704154,96.78122,NA,NA,NA,NA,NA,NA,825.44,0.37
1980-07-01,46302.84904341073,24905.823646760564,10965.28204082325,11799.449385451286,9501.896558549348,10655.812044804623,NA,37.38902,NA,NA,NA,NA,NA,NA,67.27586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.5,NA,NA,NA,NA,NA,0.9145682386,97.51311,NA,NA,NA,NA,NA,NA,289.07,1.07
1980-10-01,46328.338262381294,24901.703128856312,11032.525683708862,11934.747643162345,9545.445890669143,10268.774738281405,NA,38.0691,NA,NA,NA,NA,NA,NA,68.04738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.6,NA,NA,NA,NA,NA,0.9836655693,95.13964,NA,NA,NA,NA,NA,NA,1510.48,0
1981-01-01,46007.44631831212,24801.061874694922,11035.487516430214,12059.486280981771,9563.298875877772,10499.743839739229,NA,37.4635,NA,NA,NA,NA,NA,NA,68.22306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.3,NA,NA,NA,NA,NA,1.074659225,94.31229,NA,NA,NA,NA,NA,NA,1681.72,0
1981-04-01,46470.43447143853,25123.42053120424,11149.36747453847,11951.287711286446,9788.73950081352,10415.270628524577,NA,37.28598,NA,NA,NA,NA,NA,NA,68.3742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.7,NA,NA,NA,NA,NA,1.1677119443,93.86382,NA,NA,NA,NA,NA,NA,611.71,1.13
1981-07-01,46438.16462528551,25036.027221235006,11255.466346683854,11796.471672733029,9932.210771067526,10606.075481192254,NA,37.09159,NA,NA,NA,NA,NA,NA,68.58317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,1.2428532324,93.52114,NA,NA,NA,NA,NA,NA,286.68,2.95
1981-10-01,46144.93961986594,25232.997559657986,11255.541647515753,11522.146760714098,10128.817704411094,10618.78100215474,NA,37.39182,NA,NA,NA,NA,NA,NA,68.90305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.3,NA,NA,NA,NA,NA,1.1435869857,94.75839,NA,NA,NA,NA,NA,NA,1439.48,0
1982-01-01,47080.88889237618,25635.059489815227,11395.726696233984,11227.953748709486,10178.069035990828,10359.168968973721,NA,37.97029,NA,NA,NA,NA,NA,NA,69.49342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.7,NA,NA,NA,NA,NA,1.1962045401,94.80086,NA,NA,NA,NA,NA,NA,1744.31,0
1982-04-01,47219.05035792243,25684.45779166735,11481.670045707791,11047.86468624481,9935.497513114304,10188.594266188056,NA,37.35316,NA,NA,NA,NA,NA,NA,68.79096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.8,NA,NA,NA,NA,NA,1.2163494497,95.48953,NA,NA,NA,NA,NA,NA,670.53,0.04
1982-07-01,47187.102220358356,25547.450571351008,11561.5642283524,10925.603305224606,9856.018114528606,9978.743467533894,NA,36.87746,NA,NA,NA,NA,NA,NA,69.01532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.3,NA,NA,NA,NA,NA,1.2688143912,95.1889,NA,NA,NA,NA,NA,NA,165.16,1.6400000000000001
1982-10-01,47104.57159388572,25885.836125987902,11620.524779729147,10636.965353921281,10070.30373615408,9646.500262093547,NA,36.21948,NA,NA,NA,NA,NA,NA,69.16557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.4,NA,NA,NA,NA,NA,1.2775472434,95.46349,NA,NA,NA,NA,NA,NA,1293.53,0
1983-01-01,47676.32199689137,26548.880161080673,11656.568777931363,10788.328246633359,10033.800979786087,10119.0716291545,NA,36.30824,NA,NA,NA,NA,NA,NA,71.14924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.4,NA,NA,NA,NA,NA,1.2300628136,96.50331,NA,NA,NA,NA,NA,NA,1594.21,0
1983-04-01,48300.21393812126,26875.958247980325,11694.595698040248,10924.277097039165,10248.53479350885,10383.149097858255,NA,37.47549,NA,NA,NA,NA,NA,NA,71.82456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.4,NA,NA,NA,NA,NA,1.2714039665,95.61221,NA,NA,NA,NA,NA,NA,588.86,0.07
1983-07-01,48705.17081116422,26787.127548044493,11738.470982759938,11095.458044145022,10647.17676448536,10661.38767147942,NA,38.12641,NA,NA,NA,NA,NA,NA,72.07368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.1,NA,NA,NA,NA,NA,1.3510703497,94.8165,NA,NA,NA,NA,NA,NA,217.32000000000002,14.26
1983-10-01,49198.84501431345,27646.447183076383,11761.66363898476,11200.203467999007,10567.00017819277,11295.627541195054,NA,37.724850000000004,NA,NA,NA,NA,NA,NA,76.00055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.5,NA,NA,NA,NA,NA,1.3706023851,94.74007,NA,NA,NA,NA,NA,NA,1428.83,0
1984-01-01,48550.60220758158,26542.316080233206,11736.563361685166,10882.313868228095,11117.529471027912,11441.432645832498,NA,38.5219,NA,NA,NA,NA,NA,NA,70.04648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.2,NA,NA,NA,NA,NA,1.3835793309,96.71258,NA,NA,NA,NA,NA,NA,1764.7800000000002,0
1984-04-01,48207.85882627842,26675.873564629714,11791.256865920983,11019.964268758618,10400.098421074996,11688.240474393071,NA,38.82566,NA,NA,NA,NA,NA,NA,71.03719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.4,NA,NA,NA,NA,NA,1.3842043173,96.67463,NA,NA,NA,NA,NA,NA,755.4599999999999,0
1984-07-01,48651.32174273709,26526.504790600615,11837.667278647932,10864.697819878069,11204.877130877108,11679.75367980842,NA,39.91301,NA,NA,NA,NA,NA,NA,71.63538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.1,NA,NA,NA,NA,NA,1.489790678,96.55148,NA,NA,NA,NA,NA,NA,345.94,3.3499999999999996
1984-10-01,49113.66647868561,26694.200286703854,11854.283662220263,11284.230016804951,11402.255950610448,11916.964522632281,NA,40.07341,NA,NA,NA,NA,NA,NA,71.5956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.1,NA,NA,NA,NA,NA,1.5582024617,95.68074,NA,NA,NA,NA,NA,NA,1305.22,0
1985-01-01,49349.5531148287,26956.859346600413,11914.549428016588,11585.829776411278,12109.627577935351,12137.473156346236,NA,40.84053,-5.833333333333333,NA,NA,NA,NA,NA,72.22388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,1.6620810108,95.51434,NA,97.13333333333333,NA,114.68451690673828,NA,23.1,1915.2599999999998,0
1985-04-01,49426.391973958394,27071.155805444498,11941.205922508756,11592.961273257522,11903.708208792581,12534.181461349635,NA,40.94776,-6.1,NA,NA,NA,NA,NA,72.35292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.8,NA,NA,NA,NA,NA,1.576663784,95.67648,NA,95.36666666666667,NA,113.32489013671875,NA,32.93333333333333,669.96,0
1985-07-01,50160.110278092514,27178.241357956136,11969.242932252402,12036.114989562846,11480.86386456253,12632.815777481701,NA,41.72282,-7.3,NA,NA,NA,NA,NA,73.12257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.1,NA,NA,NA,NA,NA,1.454105894,96.98476,NA,93.5,NA,106.37467447916667,NA,25.933333333333334,229.26,3.55
1985-10-01,49951.247163421125,27252.74607122486,12022.279818186444,11885.252552769802,11763.199986292864,12298.080809677836,NA,41.30344,-4.8,NA,NA,NA,NA,NA,72.44173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.4,NA,NA,NA,NA,NA,1.3201432139,97.81023,NA,97.03333333333333,NA,99.0870869954427,NA,18.266666666666666,1393.1399999999999,0
1986-01-01,50398.02615302743,27473.31356159951,12133.85055078314,11818.94214349769,11252.011999775204,11568.265817226931,NA,41.85364,-6.366666666666666,NA,NA,NA,NA,NA,72.14867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.3,NA,NA,NA,NA,NA,1.1988837453,100.1239,NA,95.43333333333334,NA,110.9291508992513,NA,21.7,1865.75,0
1986-04-01,51007.78766315811,27581.644852082205,12156.792204234967,11974.258637970144,11720.298042758042,11932.457856932166,NA,41.89807,-7.266666666666667,NA,NA,NA,NA,NA,72.6171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.9,NA,NA,NA,NA,NA,1.1459173613,100.2154,NA,94.56666666666666,NA,120.66578420003255,NA,6.566666666666666,567.07,0.22
1986-07-01,51049.36231157611,27966.961189128568,12197.42955318301,12202.316400274307,11514.90156439544,12392.619754004516,NA,41.51257,-7.666666666666667,NA,NA,NA,56.8446,NA,71.96457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.3,NA,NA,NA,NA,NA,1.0660644511,101.8764,NA,94.26666666666667,NA,105.05187225341797,NA,6.066666666666666,302.82,5.17
1986-10-01,51087.1259505558,27797.924129056497,12234.954467745903,12245.230495331542,11660.389699087242,12265.21915157681,NA,41.28682,-10,NA,NA,NA,53.7156,NA,71.83899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.1,NA,NA,NA,NA,NA,1.0274364173,102.9489,NA,91.36666666666667,NA,98.77301025390625,NA,17.666666666666668,1355.79,0
1987-01-01,50651.45828067549,27675.41059090336,12199.989781467568,12266.449826298616,11383.25758559764,12137.941903721552,NA,41.33482,-11.200000000000001,NA,NA,NA,58.0007,NA,71.79465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.4,NA,NA,NA,NA,NA,0.9400109978,103.8832,NA,90.5,NA,95.74462890625,NA,29.4,1950.32,0
1987-04-01,51545.36271529158,28249.71975205807,12204.75883415449,12645.570207763434,11768.802387508962,12510.522054353474,NA,42.20565,-12.266666666666666,NA,NA,NA,63.1117,NA,72.77174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.4,NA,NA,NA,NA,NA,0.9222812487,103.7029,NA,88.8,NA,102.07580057779948,NA,27.4,704.86,0.24
1987-07-01,52171.63035071679,28661.79549898262,12202.34920753373,12642.342267085662,12119.786598807206,12783.481052273724,NA,41.93994,-8.5,NA,NA,NA,55.316,NA,73.76316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.3,NA,NA,NA,NA,NA,0.9400085754,104.6326,NA,93.33333333333333,NA,106.66916147867839,NA,19.233333333333334,201.53,3.22
1987-10-01,52594.305942966464,29463.787230846647,12215.200549511123,12800.536383092563,12307.081096351574,13349.777223483181,NA,42.65454,-4.3999999999999995,NA,NA,NA,60.6391,NA,75.7482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.7,NA,NA,NA,NA,NA,0.8730332914,104.1458,NA,99.16666666666667,NA,102.3561528523763,NA,6.366666666666666,1274.9699999999998,0
1988-01-01,52062.59588587767,29044.476621090216,12293.488314408556,13328.792628429755,12537.078340943079,13292.2199799774,NA,42.73925,-3.7333333333333334,NA,NA,NA,57.4351,NA,75.6246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9,NA,NA,NA,NA,NA,0.855783183,104.2063,NA,99.63333333333334,NA,93.20472971598308,NA,2.1333333333333333,1604.5,0
1988-04-01,53018.020901426586,29316.478715769674,12333.8997608609,13377.637126127553,12897.748481454932,13760.301240601126,NA,43.65134,1.1,NA,NA,NA,61.3832,NA,76.89551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.1,NA,NA,NA,NA,NA,0.8718923279,103.2916,NA,105.39999999999999,NA,101.34403737386067,NA,6.7,591.64,0
1988-07-01,53898.809524339376,29590.229634908494,12360.029149529779,13470.671881476123,13302.864338281153,14273.160211024673,NA,44.53919,4.6000000000000005,NA,NA,NA,72.356,NA,75.75986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.6,NA,NA,NA,NA,NA,0.9538672849,103.4619,NA,109.53333333333333,NA,80.77576700846355,NA,3.7333333333333334,253.26,11.09
1988-10-01,54536.58442852314,29872.676763345236,12389.5972761887,13623.561164741257,13702.128798281674,14725.501428203612,NA,44.55945,9.366666666666667,NA,NA,NA,67.8542,NA,76.9342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.9,NA,NA,NA,NA,NA,0.9069593928,102.4705,NA,114.63333333333334,NA,77.5491231282552,NA,5.8,1361.35,0
1989-01-01,54985.49164417942,30166.21575102424,12440.550839106876,13794.942294214727,14142.377935623066,15055.178858536972,NA,45.09516,8.233333333333334,NA,NA,NA,69.0073,NA,77.924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.4,NA,NA,NA,NA,NA,0.9451513896,101.4357,NA,113.16666666666667,NA,89.53297170003255,NA,-0.7333333333333333,1402.71,0
1989-04-01,55247.040726994805,30458.844391724393,12517.934994021522,13917.604039970158,14498.142862625713,15263.69742780866,NA,46.24151,12.2,NA,NA,NA,71.5987,NA,78.68803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.2,NA,NA,NA,NA,NA,0.9889731086,100.6824,NA,117.56666666666666,NA,92.28971862792969,NA,-0.23333333333333334,646.1800000000001,0
1989-07-01,55705.07951721431,30756.264332313214,12608.697596736854,14016.068742040257,14668.679955643709,15537.174514933204,NA,46.73058,13.1,NA,NA,NA,78.2551,NA,79.46571,NA,NA,NA,NA,NA,NA,NA,NA,7.7333333333,NA,97.2,NA,NA,NA,NA,NA,0.9840410456,101.8371,NA,118.26666666666667,NA,93.15874735514323,NA,8.5,272.92,3.13
1989-10-01,56429.46827226891,31065.087566637052,12688.943183263656,14182.470335119331,14818.625111747428,15969.927026006877,NA,47.7935,14.933333333333334,NA,NA,NA,79.6683,NA,79.78938,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,99.1,NA,NA,NA,NA,NA,0.9278382981,102.0834,NA,120.7,NA,91.63563791910808,NA,7.4,1361.16,0
1990-01-01,57124.87850750358,31378.989578842877,12743.636687499471,14385.380187491994,15155.1177785667,16311.19978615066,NA,49.24231,12.733333333333333,NA,NA,NA,79.7529,NA,82.60458,NA,NA,NA,NA,NA,NA,NA,8.4433333333,8.9833333333,NA,98.5,NA,NA,NA,NA,NA,0.865211272,103.6004,NA,118,NA,75.51439921061198,NA,0.5333333333333333,1406.75,0
